Category,System Model,System Mfg,Part Mfg,Comments,Part Number,Part/Item Name,Condition,Listing Type,Request Type,Price,Quantity,Listing ID (Leave Blank to Add)
"CT","CT","","TOSHIBA","circuit board, XC, PX71-07030  potentially from a medical device, featuring a MOD selector, a barcode sticker, and the markings 'VT' and '2823L'.. Unidentifiable","PX71-07030","circuit board, XC, PX71-07030  potentially from a medical device, featuring a MOD selector, a barcode sticker, and the markings 'VT' and '2823L'.. Unidentifiable","used","For Sale","","","1",
"CATH","CATH","","PHILIPS ","B517425 IN 452230028521. PHILIPS FD10","B517425","B517425 IN 452230028521. PHILIPS FD10","used","For Sale","","","1",
"CATH","CATH","","GE","GE medical equipment LOCUST DRIVE board with high voltage components, fuses, and part number 5350007 rev 02, GE1181217214 visible on a sticker.. GE","5350007","GE medical equipment LOCUST DRIVE board with high voltage components, fuses, and part number 5350007 rev 02, GE1181217214 visible on a sticker.. GE","used","For Sale","","","1",
"INJECTOR","INJECTOR","","MEDRAD","Medrad angiography part with a visible part number of 461900428-1.. MEDRAD","461900428-1","Medrad angiography part with a visible part number of 461900428-1.. MEDRAD","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","module board with several relays, fuses, connectors, and the part number 05120969 is visible on one of the components.. SIEMENS","5120969","module board with several relays, fuses, connectors, and the part number 05120969 is visible on one of the components.. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","10589592 Right Keypad. FLASH","10589592","10589592 Right Keypad. FLASH","used","For Sale","","","1",
"CATH","CATH","","GE","GE Medical Systems XRII/IRIS control board, part number 46-264468 G4.. GE","46-264468 G4.","GE Medical Systems XRII/IRIS control board, part number 46-264468 G4.. GE","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","BSX21-0340E SMD-18101-TCS LCD. INFX-8000C/DFP-8000A","BSX21-0340E","BSX21-0340E SMD-18101-TCS LCD. INFX-8000C/DFP-8000A","used","For Sale","","","1",
"CT","CT","","SIEMENS","This Siemens part has several part numbers, including model number 08365707 and material number 83 65 707.. SIEMENS Flash","8365707","This Siemens part has several part numbers, including model number 08365707 and material number 83 65 707.. SIEMENS Flash","used","For Sale","","","1",
"CT","CT","","SIEMENS","This medical equipment part has a physical identifier part number of 5452704 and was manufactured in the USA on 2014Aug01.. SIEMENS","5452704","This medical equipment part has a physical identifier part number of 5452704 and was manufactured in the USA on 2014Aug01.. SIEMENS","used","For Sale","","","1",
"CT","CT","","GE","5130202 5130203 LOW  CHANNEL BACKPLANE. GE","5130202","5130202 5130203 LOW  CHANNEL BACKPLANE. GE","used","For Sale","","","1",
"CT","CT","","GE","2501 R5K MOTOR. RT","2501 R5K ","2501 R5K MOTOR. RT","used","For Sale","","","1",
"MRI","MRI","","GE","MR450 Siemens MRI cable, marked with part number 6611500 REV.2, from 2011.. GE","6611500","MR450 Siemens MRI cable, marked with part number 6611500 REV.2, from 2011.. GE","used","For Sale","","","1",
"CT","CT","","SHIMADZU","POWER SUPPLY HR-10F nemic lambda. SHIMADZU","POWER","POWER SUPPLY HR-10F nemic lambda. SHIMADZU","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","Philips Medical Systems PET/CT CPM BD 312209 REV B circuit board, part number 453567033831 REV T.. PHILIPS","PET","Philips Medical Systems PET/CT CPM BD 312209 REV B circuit board, part number 453567033831 REV T.. PHILIPS","used","For Sale","","","1",
"CT","CT","","PHILIPS","REV H 3DBP PCB. BRILLIANCE CONSOLES","3DBP ","REV H 3DBP PCB. BRILLIANCE CONSOLES","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","Compaq/Digital Equipment Corp. circuit board with part numbers 401922-001 and KZPBA-CY.. Compaq/Digital Equipment Corp.","401922-001","Compaq/Digital Equipment Corp. circuit board with part numbers 401922-001 and KZPBA-CY.. Compaq/Digital Equipment Corp.","used","For Sale","","","1",
"PET/CT","PET/CT","","SIEMENS","SIEMENS CT part, likely a power supply or control unit, with part numbers 3806424K1501 and 3.99200.893/0000-000.. SIEMENS","SIEMENS","SIEMENS CT part, likely a power supply or control unit, with part numbers 3806424K1501 and 3.99200.893/0000-000.. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","GE ","HK15A-5/A POWER SUPPLY. GE PROFILE III","HK15A-5","HK15A-5/A POWER SUPPLY. GE PROFILE III","used","For Sale","","","1",
"CT","CT","","TOSHIBA","AXEL RING. AQUILION 16","AXEL","AXEL RING. AQUILION 16","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","1231955 CCP. SIEMENS","1231955","1231955 CCP. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","900-07056 M262597 400-0558 PPC7410 WITH SCSI BOARD. INNOVA 4100 DL3/RTAC3","900-07056","900-07056 M262597 400-0558 PPC7410 WITH SCSI BOARD. INNOVA 4100 DL3/RTAC3","used","For Sale","","","1",
"CT","CT","","","AS""","","AS""","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","989610100061 452216182941. PHILIPS","","989610100061 452216182941. PHILIPS","used","For Sale","","","1",
"CT","CT","","GE","2170916 OC INTFC. GE","2170916","2170916 OC INTFC. GE","used","For Sale","","","1",
"Medical Equipment","Medical Equipment","","","RUPTURE DISK 4.15IN BUSTING RATING 9.6 BY ZOOK","","RUPTURE DISK 4.15IN BUSTING RATING 9.6 BY ZOOK","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KODAK","5E9777 5E9775 MOTION SYSTEM CONTROLLER. KODAK","Infinity","5E9777 5E9775 MOTION SYSTEM CONTROLLER. KODAK","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2956915 4360934. SIEMENS","2956915","2956915 4360934. SIEMENS","used","For Sale","","","1",
"MAMMO","MAMMO","","GE ","2100282 J. GE DMR","2100282","2100282 J. GE DMR","used","For Sale","","","1",
"CT","CT","","PHILIPS","foot control single pedal with part number P/N 4535 670 58051.. Philips","453567058051","foot control single pedal with part number P/N 4535 670 58051.. Philips","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","KODAK","5H0525 2676-023 REVA MOTOR CONTROL BD. KODAK CR975","5H0525","5H0525 2676-023 REVA MOTOR CONTROL BD. KODAK CR975","used","For Sale","","","1",
"CT","CT","","PHILIPS ","453567069981 453567069971  AC CONTROL UNIT. PHILIPS BIG BORE","453567069981","453567069981 453567069971  AC CONTROL UNIT. PHILIPS BIG BORE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","J22-27619-2343060 CABLE. TOSHIBA","J22-27619-2343060","J22-27619-2343060 CABLE. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","HWS600-3 PS. INFX-8000C/DFP-8000A","HWS600-3","HWS600-3 PS. INFX-8000C/DFP-8000A","used","For Sale","","","1",
"CT","CT","","GE","566877 ENCODER. LIGHSPEED RT 16","566877","566877 ENCODER. LIGHSPEED RT 16","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","452210483024 KB. PHILIPS","452210483024","452210483024 KB. PHILIPS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","Philips monitor part, model number DTM19C, with serial number AN001108001839 and manufacturing date code DC19-PCR. 991932051493. PHILIPS","DTM19C","Philips monitor part, model number DTM19C, with serial number AN001108001839 and manufacturing date code DC19-PCR. 991932051493. PHILIPS","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","FUJI","FD 134F86-1 YD-702D-6539D. FUJI","134F86-1","FD 134F86-1 YD-702D-6539D. FUJI","used","For Sale","","","1",
"CATH","CATH","","GE","46-288422G1 CAMERA INTERFACE. GE","46-288422G1","46-288422G1 CAMERA INTERFACE. GE","used","For Sale","","","1",
"MRI","MRI","","GE","5250162 1.5T RFSB. MR450","5250162","5250162 1.5T RFSB. MR450","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","May 2016 5134673-2 Thunder 41cm detector . XRd D8000","5134673-2","May 2016 5134673-2 Thunder 41cm detector . XRd D8000","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","4797226 4734006 7021889 7020550 IMAGE INTESIFIER SIRECON 40-4 HDR-A. ARTIS FA","4797226","4797226 4734006 7021889 7020550 IMAGE INTESIFIER SIRECON 40-4 HDR-A. ARTIS FA","used","For Sale","","","1",
"CT","CT","","","MOOG Components Group Rotor Electronics FOR BRILLIANCE 64, marked with part number 6524653400 and featuring a Class 3B laser.","6524653400","MOOG Components Group Rotor Electronics FOR BRILLIANCE 64, marked with part number 6524653400 and featuring a Class 3B laser.","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","Philips medical equipment part, potentially a computer module, with part number Type: 452213174303.. PHILIPS","452213174303","Philips medical equipment part, potentially a computer module, with part number Type: 452213174303.. PHILIPS","used","For Sale","","","1",
"CATH ","CATH ","","GE","Auxillary Module manufactured in September 2009, has a type number 2340608 and a serial number 2532.. GE","2340608","Auxillary Module manufactured in September 2009, has a type number 2340608 and a serial number 2532.. GE","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","3794208 D8. SIEMENS","3794208","3794208 D8. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","TOSHIBA","KEL Parallel Extender card, possibly used in medical equipment, with visible part numbers including MCX13-07 and 3301-096-290-N.. TOSHIBA","MCX13-07","KEL Parallel Extender card, possibly used in medical equipment, with visible part numbers including MCX13-07 and 3301-096-290-N.. TOSHIBA","used","For Sale","","","1",
"CT","CT","","PHILIPS ","PICKER 86929 FOIL REV D. PICKER","86929","PICKER 86929 FOIL REV D. PICKER","used","For Sale","","","1",
"Medical Imaging","Medical Imaging","","","This collection of parts appears to be from a medical imaging system, including control panels with emergency stop buttons, circuit boards with part numbers like 866880 and 844311, and a VQA-MULTI component.","866880","This collection of parts appears to be from a medical imaging system, including control panels with emergency stop buttons, circuit boards with part numbers like 866880 and 844311, and a VQA-MULTI component.","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","MITSUMI D353M3 FD. COMPACT","D353M3 ","MITSUMI D353M3 FD. COMPACT","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","ACBel API-9761 00N7717 00N7718 330W6C 330WATT. Siemens","API-9761 ","ACBel API-9761 00N7717 00N7718 330W6C 330WATT. Siemens","used","For Sale","","","1",
"CATH","CATH","","GE ","CHARACTER DISPLAY 46-264470G1-E. GE ADVANTIX","46-264470G1","CHARACTER DISPLAY 46-264470G1-E. GE ADVANTIX","used","For Sale","","","1",
"CT","CT","","TOSHIBA","This is a TOSHIBIA VF-S11 variable frequency drive, 3PH-200V-3.7kW, likely used to control motor speed in various industrial or medical applications.. TOSHIBA","VF-S11 ","This is a TOSHIBIA VF-S11 variable frequency drive, 3PH-200V-3.7kW, likely used to control motor speed in various industrial or medical applications.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210781802. PHILIPS","451210781802","451210781802. PHILIPS","used","For Sale","","","1",
"MAMMO","MAMMO","","GE","2274828-5 CPU STATIF. GE","2274828-5","2274828-5 CPU STATIF. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","KUMATAKA power supply unit with part number (C)12706 and visible terminal blocks labeled TB3-1.. TOSHIBA","KUMATAKA 12701","KUMATAKA power supply unit with part number (C)12706 and visible terminal blocks labeled TB3-1.. TOSHIBA","used","For Sale","","","1",
"TUBE","TUBE","","SIEMENS","3133506 MEGALIX 125/15/40/80CM 1996. SIEMENS","3133506","3133506 MEGALIX 125/15/40/80CM 1996. SIEMENS","used","For Sale","","","1",
"C-ARM","C-ARM","","PHILIPS ","\459800031191 ENEREGY STORAGE UNIT . PULSERA","459800031191","\459800031191 ENEREGY STORAGE UNIT . PULSERA","used","For Sale","","","1",
"MRI","MRI","","HITACHI","ZJ2015-S11 SYNTH1. HITACHI MRP7000","ZJ2015-S11","ZJ2015-S11 SYNTH1. HITACHI MRP7000","used","For Sale","","","1",
"MAMMO","MAMMO","","GE","ASTEC LPS23 PS. 2000D","LPS23 ","ASTEC LPS23 PS. 2000D","used","For Sale","","","1",
"C-Arm","C-Arm","","","  a GE OEC Medical Systems video controller, ASSY 00-879004-.","00-879004","  a GE OEC Medical Systems video controller, ASSY 00-879004-.","used","For Sale","","","1",
"MRI","MRI","","GE","This Stryker Race medical equipment part features a connector and indicators for PWR, RST, TEST, ERR, ND0, ND1, ND2, ND3, and PXB, with part number MCPJ6-2.. GE","MCPJ6-2","This Stryker Race medical equipment part features a connector and indicators for PWR, RST, TEST, ERR, ND0, ND1, ND2, ND3, and PXB, with part number MCPJ6-2.. GE","used","For Sale","","","1",
"MRI","MRI","","SIEMENS","4765538 DISPLAY FRONT/BACK. SYMPHONY","4765538","4765538 DISPLAY FRONT/BACK. SYMPHONY","used","For Sale","","","1",
"CT","CT","","GE","Gateway BT-RS 485 medical part with part number 435792-005 and INT-00062.. GE","435792-005","Gateway BT-RS 485 medical part with part number 435792-005 and INT-00062.. GE","used","For Sale","","","1",
"CT","CT","","TOSHIBA","Eaton TypeCH breaker panel, showing various breaker types and ratings, including part number 30-10353 on the yellow UL label.. TOSHIBA","30-10353","Eaton TypeCH breaker panel, showing various breaker types and ratings, including part number 30-10353 on the yellow UL label.. TOSHIBA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","ST31230N. SIEMENS","ST31230N","ST31230N. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE ","98201145 REV F 36003842 SCAN CONVERTER. GE ADVANTIX","98201145","98201145 REV F 36003842 SCAN CONVERTER. GE ADVANTIX","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210774004. PHILIP H5000","451210774004","451210774004. PHILIP H5000","used","For Sale","","","1",
"X-RAY","X-RAY","","GE","DAXTEN GEMS Voyager Remote Unit, part number 1034-121PRGE.. GE","1034-121PRGE","DAXTEN GEMS Voyager Remote Unit, part number 1034-121PRGE.. GE","used","For Sale","","","1",
"CT","CT","","PHILIPS","BIG BOREGHOST BASED ASSY board, PCB FAB part number 459800273952, with a serial number and barcode S16221644.. PHILIPS","459800273952","BIG BOREGHOST BASED ASSY board, PCB FAB part number 459800273952, with a serial number and barcode S16221644.. PHILIPS","used","For Sale","","","1",
"X-RAY","X-RAY","","SIEMENS","7539773. SIEMENS","7539773","7539773. SIEMENS","used","For Sale","","","1",
"CT","CT","","SIEMENS","4818923 EMOTION HV TRANSFORMER. SIEMENS BIO","4818923","4818923 EMOTION HV TRANSFORMER. SIEMENS BIO","used","For Sale","","","1",
"CT","CT","","PHILIPS","WD800JD WE HDD. BRILLIANCE CONSOLES","WD800JD ","WD800JD WE HDD. BRILLIANCE CONSOLES","used","For Sale","","","1",
"CT","CT","","SIEMENS","ACROSTAR THA5000 UPS. SIEMENS","THA5000 ","ACROSTAR THA5000 UPS. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","GE","FORALE CAPACITIVE SENSOR BOARD 2406567 5133735. INNOVA 2100IQ","2406567","FORALE CAPACITIVE SENSOR BOARD 2406567 5133735. INNOVA 2100IQ","used","For Sale","","","1",
"CR/PRINTER","CR/PRINTER","","AGFA","8.94998120.4. AGFA","94998120","8.94998120.4. AGFA","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","2NK6886 KKW COOLER. SIEMENS","2NK6886","2NK6886 KKW COOLER. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","SIEMENS","50180227. SIEMENS","50180227","50180227. SIEMENS","used","For Sale","","","1",
"MRI","MRI","","HITACHI","This Hitachi MRI part is a SCPM board, identified by the part number PR1712415.. HITACHI","PR1712415","This Hitachi MRI part is a SCPM board, identified by the part number PR1712415.. HITACHI","used","For Sale","","","1",
"MRI","MRI","","GE ","GE Medical Systems STIF Mezzanine Board, part number 2275967 REV 1.. GE EXCITE","2275967","GE Medical Systems STIF Mezzanine Board, part number 2275967 REV 1.. GE EXCITE","used","For Sale","","","1",
"MRI","MRI","","PHILIPS","Philips Remote Magnet Monitoring Unit with part number 43031-07.. PHILIPS","43031-07","Philips Remote Magnet Monitoring Unit with part number 43031-07.. PHILIPS","used","For Sale","","","1",
"CT","CT","","PHILIPS","455012005195 DPU ASSY ON DETECTOR. BR40","455012005195","455012005195 DPU ASSY ON DETECTOR. BR40","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","circuit board assembly with part numbers ZA HD 107, ZA HD 270, and ZA HD 067; it includes Panasonic relays and a barcode labeled 4522 300 1602 7 8 9.. Panasonic","45223001602","circuit board assembly with part numbers ZA HD 107, ZA HD 270, and ZA HD 067; it includes Panasonic relays and a barcode labeled 4522 300 1602 7 8 9.. Panasonic","used","For Sale","","","1",
"CT","CT","","SIEMENS","This medical equipment part has a model number of 03815383 and a serial/lot number of 1425.. SIEMENS","3815383","This medical equipment part has a model number of 03815383 and a serial/lot number of 1425.. SIEMENS","used","For Sale","","","1",
"CATH","CATH","","PHILIPS","451210768304. PHILIP H5000","451210768304","451210768304. PHILIP H5000","used","For Sale","","","1",
"CT","CT","","PHILIPS","CHERRY KC 6000 SLIM keyboard, part number JK-1600EU-1/00.. CHERRY","KC6000SLIM","CHERRY KC 6000 SLIM keyboard, part number JK-1600EU-1/00.. CHERRY","used","For Sale","","","1",
"PET/CT","PET/CT","","PHILIPS","GEMIN Artesyn Embedded Technologies power supply, model MP1-3F-3F-0M, with Artesyn part number 73-690-0113.. PHILIPS","MP1-3F-3F-0M","GEMIN Artesyn Embedded Technologies power supply, model MP1-3F-3F-0M, with Artesyn part number 73-690-0113.. PHILIPS","used","For Sale","","","1",
"PET/CT","PET/CT","","GE","2268011-10 DLSPET Sun Ultra 60. DLS4","2268011-10","2268011-10 DLSPET Sun Ultra 60. DLS4","used","For Sale","","","1",
"CT","CT","","TOSHIBA","This is a NEMIC-LAMBDA EWS300 AC INPUT power supply, with input voltage ratings of 100-120V~ 8A and 200-240V~ 4A.. TOSHIBA","EWS300 ","This is a NEMIC-LAMBDA EWS300 AC INPUT power supply, with input voltage ratings of 100-120V~ 8A and 200-240V~ 4A.. TOSHIBA","used","For Sale","","","1",
